title,rating,runtime,imdb_rating,meta_score,genre,release_year,description,director,stars,votes,gross,img_src,type
All I Didn't Want for Christmas,,89,6.2,,"Comedy, Romance",2022,"Emily Harris is not doing great. In a desperate attempt to improve her life and make this Christmas not totally suck, Emily writes a letter to Santa. Fortunately, and unfortunately, her wine-soaked wishes start coming true.",Brittany Scott Smith,"Darrin Baker, Andrew Bushell, Eugene Clark, Jessica Clement, ",145,,"https://m.media-amazon.com/images/M/MV5BYzJmY2UxOTUtZTI3NC00ZjNmLWEwZmUtNmZiZDkwN2YyYmVkXkEyXkFqcGdeQXVyNjc2NjM5NjA@._V1_UY209_CR13,0,140,209_AL_.jpg",Movie
Debbie Macomber's Dashing Through the Snow,Not Rated,83,6.5,,"Comedy, Family, Romance",2015,"Stranded at an airport at Christmastime, Ashley Jane Harrison accepts a ride from Dash Sutherland, who has just rented the last car in town. As the pair heads north, their adventures include car trouble.",Kristoffer Tabori,"Meghan Ory, Andrew W. Walker, Aaron Craven, Rukiya Bernard, ","2,422",,"https://m.media-amazon.com/images/M/MV5BODllYzk0MWEtM2E0Yy00Y2I2LTk1NDEtMGYxYTFiNGViNWQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
The Little Drummer Boy,Not Rated,25,7.0,,"Animation, Drama, Family",1968,An orphan drummer boy who hates humanity finds his life changed forever when he meets three wise men en route to Bethlehem.,Jules Bass,"Arthur Rankin Jr., Takeya Nakamura, José Ferrer, Paul Frees, June Foray, Ted Eccles, ","5,895",,"https://m.media-amazon.com/images/M/MV5BOWM3N2JkODgtZWJlMy00ZWQ5LTg0ZjAtOTI1ZWFhOWU4ZTUxXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
The Most Wonderful Time of the Year,TV-PG,88,7.3,,"Comedy, Drama, Family",2008,"Corporate analyst and single mom, Jen, tackles Christmas with a business-like approach until her uncle arrives with a handsome stranger in tow.",Michael M. Scott,"Brooke Burns, Henry Winkler, Warren Christie, Connor Christopher Levins, ","4,475",,"https://m.media-amazon.com/images/M/MV5BNmNiMTYzYzEtNTMzZi00ZDdhLWJkMDItYWQ1Mzg3YTQ4OWYzXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
March of the Wooden Soldiers,Passed,77,7.1,,"Comedy, Family, Fantasy",1934,"Opposing the evil Barnaby, Ollie Dee and Stanley Dum try and fail to pay-off Mother Peep's mortgage and mislead his attempts to marry Little Bo. Enraged, Barnaby's Bogeymen are set on Toyland.",Gus Meins,"Charley Rogers, Stan Laurel, Oliver Hardy, Virginia Karns, Charlotte Henry, ","7,084",,"https://m.media-amazon.com/images/M/MV5BZTYxNzA3ZDUtYTM2MC00MmM5LThmNzUtMDgzZWJmYjcyNTc1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Christmas at Castle Hart,TV-G,84,6.3,,"Comedy, Romance",2021,"Brooke Bennett goes to Ireland for Christmas to search for her Irish roots. While there, she meets Aiden Hart. Mistaken for an elite event planner, she's hired to host his castle's epic Christmas party.",Stefan Scaini,"Lacey Chabert, Stuart Townsend, Ali Hardiman, Kate O'Toole, ","1,602",,"https://m.media-amazon.com/images/M/MV5BODMzNmE0ZTItODRmNi00NjYwLTllNzMtYmIzM2JmOTk5M2I0XkEyXkFqcGdeQXVyODcyMTQ4MTc@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Christmas Carol: The Musical,Not Rated,97,6.3,,"Drama, Fantasy, Musical",2004,An old bitter miser is given a chance for redemption when he is haunted by ghosts on Christmas Eve.,Arthur Allan Seidelman,"Kelsey Grammer, Jesse L. Martin, Jane Krakowski, Jennifer Love Hewitt, ","2,055",,"https://m.media-amazon.com/images/M/MV5BNDgyNjc4MDMwOV5BMl5BanBnXkFtZTcwOTEyMzkyMQ@@._V1_UY209_CR34,0,140,209_AL_.jpg",Movie
A Taste of Christmas,TV-PG,91,5.6,,"Comedy, Romance",2020,"When Natalie learns her cousin Francesca must cancel the Christmas Eve opening of her new Italian restaurant, Natalie's heart goes out to all of the guests who were planning on attending.",Damián Romay,"Anni Krueger, Gilles Marini, Nia Vardalos, Emma Myers, ",545,,"https://m.media-amazon.com/images/M/MV5BMTljNDU1MzMtOGRkMC00NGEwLTliNzctODQ0NDRhYTJjMWVmXkEyXkFqcGdeQXVyNTYxMjExMzY@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie
Family for Christmas,TV-G,82,6.2,,"Drama, Family, Fantasy",2015,"After a conversation with a man playing Santa Claus during her office Christmas party, a woman wakes up to find herself married to her college sweetheart and two kids and questions her life choices.",Amanda Tapping,"Lacey Chabert, Tyron Leitso, Milli Wilkinson, Audrey Smallman, ","2,391",,"https://m.media-amazon.com/images/M/MV5BOWQ4Yjg2NTgtZTk4Ni00YjIzLWJhYzUtYWMzOWU3YmQ1NjkyXkEyXkFqcGdeQXVyODE4NjAwNjk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Christmas Reservations,TV-PG,86,6.0,,"Comedy, Drama, Romance",2019,"It's Christmas at the Treeline Ski Resort, where Holly is the event coordinator at her family lodge. She plans every event and keeps all the guests happy. But when her college sweetheart, ...                See full summary »",Deanne Foley,"Melissa Joan Hart, Michael Gross, Christopher Quartuccio, Gigi Rice, ",835,,"https://m.media-amazon.com/images/M/MV5BYjMzYjJhMDktOGRmZC00ZTRhLWFmNmUtNDdiNTdmZTZjMjdkXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UY209_CR9,0,140,209_AL_.jpg",Movie
Three Wishes for Cinderella,,75,7.7,,"Drama, Fantasy, Family",1973,Life changes dramatically for a Czech housemaid when the chauffeur gives her three magical hazelnuts.,Václav Vorlícek,"Libuse Safránková, Pavel Trávnícek, Carola Braunbock, Rolf Hoppe, ","10,326",,"https://m.media-amazon.com/images/M/MV5BODM4YjAxODMtMjY4Ni00YjRiLTk4NzgtNTI0MGZlOWY4NzViXkEyXkFqcGdeQXVyOTg0ODEzODI@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie
Charlotte's Web,G,97,6.3,68,"Adventure, Comedy, Family",2006,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",Gary Winick,"Dakota Fanning, Julia Roberts, Oprah Winfrey, Steve Buscemi, ","43,266",$82.99M,"https://m.media-amazon.com/images/M/MV5BMTQ5MTUzMTAzMl5BMl5BanBnXkFtZTcwNTE0NTcyMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
The Christmas Card,,84,6.9,,"Drama, Romance",2006,US soldier visits the town from where an inspirational Christmas card was sent to him by a church group that mails cards out to servicemen as a goodwill effort.,Stephen Bridgewater,"Edward Asner, John Newton, Alice Evans, Lois Nettleton, ","4,232",,"https://m.media-amazon.com/images/M/MV5BMTU1NzU3NTA3OF5BMl5BanBnXkFtZTcwOTY3OTQ1MQ@@._V1_UY209_CR5,0,140,209_AL_.jpg",Movie
Coming Home for Christmas,TV-G,86,6.6,,"Drama, Romance",2017,"Lizzie Richfield lands a job as house manager for the exquisite Ashford Estate in Virginia. While preparing the place for sale, Lizzie plans one final Christmas Eve gala for the Marley family, though they seem to be a family in name only.",Mel Damski,"Danica McKellar, Neal Bledsoe, Andrew Francis, Lindsay Maxwell, ","2,226",,"https://m.media-amazon.com/images/M/MV5BYTJjYTU3ZTUtOGUyOS00YjlhLWEzZjEtNWQyNjUwOWRmNTIxXkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Christmas Movie Christmas,Unrated,85,5.6,,"Comedy, Fantasy, Romance",2019,"Following a Christmas Eve wish to Santa, two sisters wake up inside a Christmas movie.",Brian Herzlinger,"Brant Daugherty, Lana McKissack, Kimberly Daugherty, Ryan Merriman, ","1,362",,"https://m.media-amazon.com/images/M/MV5BNzJmYzM2ZDgtNDc3OC00NzRhLThjNDMtNzkxNDA4MjdmZTA0XkEyXkFqcGdeQXVyMTQ3Mzk1NzQ@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
A Cinderella Christmas,Unrated,93,6.2,,"Comedy, Romance",2016,"After a wealthy celebrity falls in love with a mystery woman at his Christmas masquerade ball, he attempts to discover her true identity.",Tosca Musk,"Emma Catherine Rigby, Peter Porte, Sarah Stouffer, Leland B. Martin, ","3,233",,"https://m.media-amazon.com/images/M/MV5BN2I0Yjk4MWUtYjJkNS00ZTdhLWFhYWUtMWE2OGQwNWFhMTg2XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
Noel,PG,96,6.1,29,Drama,2004,"Five New Yorkers come together on Christmas Eve, seeking a miracle.",Chazz Palminteri,"Susan Sarandon, Penélope Cruz, Paul Walker, Alan Arkin, ","10,092",,"https://m.media-amazon.com/images/M/MV5BOTAxMzY1MDUzNl5BMl5BanBnXkFtZTcwNzk4NTcyMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
I'm Glad It's Christmas,,85,6.7,,"Comedy, Drama, Family",2022,"Cora does everything to bring together Holly, a salesclerk who dreams of performing on Broadway, and Jason, a jingle writer and single father, for the town's holiday concert.",Ernie Barbarash,"Jessica Lowndes, Paul Greene, Gladys Knight, Sierra Wooldridge, ",310,,"https://m.media-amazon.com/images/M/MV5BMzc4YWMwOWQtNDA1NC00NTNjLWI4YjQtNTBiNzVmMzg1ODI1XkEyXkFqcGdeQXVyMTI5NjA0OTA1._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Christmas on the Square,TV-PG,98,5.2,51,"Comedy, Family, Musical",2020,"An embittered scrooge of a woman plans to sell her small town, regardless of the consequences to the people who live there. However, a kindhearted angel arrives and shows her what would happen before she mends her ways and redeems herself.",Debbie Allen,"Dolly Parton, Jenifer Lewis, Josh Segarra, Jeanine Mason, ","2,856",,"https://m.media-amazon.com/images/M/MV5BYTkxZDY2NjMtMDE2MC00ZDVjLWI4ZGYtYWIxYzM0OGIwMDRkXkEyXkFqcGdeQXVyMTI0Njk2Nzk0._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
Mrs. Miracle,Not Rated,90,6.6,,"Comedy, Family, Fantasy",2009,"Overwhelmed widower Seth Webster is searching for a housekeeper to help him with his unruly six year old twin sons. ""Mrs. Miracle"" mysteriously appears and quickly becomes an irreplaceable nanny, chef, friend... and matchmaker.",Michael M. Scott,"James Van Der Beek, Erin Karpluk, Doris Roberts, Michael Strusievici, ","3,041",,"https://m.media-amazon.com/images/M/MV5BMTgxNDQ4MDA2MV5BMl5BanBnXkFtZTcwNzU1NzI5Mw@@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie
Feast of the Seven Fishes,,99,6.7,68,Comedy,2019,"A slice of life story that follows a large Italian family on Christmas Eve as they prepare for the traditional Feast of the Seven Fishes, reminisce about the past, and seek love in the future.",Robert Tinnell,"Tony Bingham, Skyler Gisondo, Paul Ben-Victor, Jean Zarzour, ","1,385",,"https://m.media-amazon.com/images/M/MV5BY2ZiYTA3OGMtMjBkOS00MDczLTkzODUtNDA0NGY1ZGM3M2JjXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
"Love, Lights, Hanukkah!",TV-G,84,6.8,,"Drama, Romance",2020,"As Christina prepares her restaurant for its busiest time of year, she gets her DNA test revealing that she's Jewish. The discovery leads her to a new family and an unlikely romance over eight nights.",Mark Jean,"Mia Kirshner, Ben Savage, Marilu Henner, Advah Soudack, ","1,010",,"https://m.media-amazon.com/images/M/MV5BYzYxMzU1NWEtYjViOS00YmE2LTgwOWUtMzkyNDQ5YmRhOTZiXkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Cover Up,TV-14,83,6.6,,"Film-Noir, Mystery",1949,"An insurance company investigator goes to a small town to probe into a case of supposed suicide. The natives are not very cooperative and some turn hostile, leading to suspicion of foul play.",Alfred E. Green,"William Bendix, Dennis O'Keefe, Barbara Britton, Art Baker, ","1,087",,"https://m.media-amazon.com/images/M/MV5BOTVkMTE4ZDQtZGY3OC00ZDEzLTkxODItZjFhNWUxZjQ3Y2JlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Hometown Holiday,TV-PG,84,5.1,,"Comedy, Drama, Romance",2018,"Krista is starting this New Year with a new business and a resolution to be more selective with who she dates. When Krista meets Ryan Rourke, an entertainment lawyer from LA, the two really...                See full summary »",Justin G. Dyck,"Sarah Troyer, Bradley Hamilton, Kevin McGarry, Samantha Gracie, ","1,117",,"https://m.media-amazon.com/images/M/MV5BOGY0NmE2ZDAtOThlMC00MDQ1LWIyNTktMDQ5MDcxNGY1YjIwXkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
Scrooge,,78,6.5,,"Drama, Family, Fantasy",1935,"Scrooge is mean old miser who wants nothing to do with Christmas. The Ghosts of Christmas Past, Present and Future appear to Scrooge, taking him on a journey into the very spirit and magic of Christmas itself.",Henry Edwards,"Seymour Hicks, Donald Calthrop, Robert Cochran, Mary Glynne, ","2,416",,"https://m.media-amazon.com/images/M/MV5BNmQ3MzAxZjgtYTM5YS00YWNkLWE3ZTMtMGI4YWJiMWFmMDY3XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
In the Good Old Summertime,Approved,102,7.1,,"Comedy, Musical, Romance",1949,"In turn-of-the century America, Andrew and Veronica are co-workers in a music shop who dislike one another during business hours but unwittingly carry on an anonymous romance through the mail.",Robert Z. Leonard,"Judy Garland, Van Johnson, S.Z. Sakall, Spring Byington, ","4,017",$6.30M,"https://m.media-amazon.com/images/M/MV5BM2I0OWUwOTUtOGQxZS00NGVkLWFjMDktNDI0ZWFkM2ViY2M3XkEyXkFqcGdeQXVyNzE2NDk3NTY@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Reindeer Games Homecoming,TV-PG,90,7.0,,"Comedy, Drama, Romance",2022,"When her father dies, MacKenzie keeps her father's tradition of the town's fundraising ""The Reindeer Games"" alive, but when high school crush Chase shows up and plays against her, the spark between them grows.",Brian Herzlinger,"Sarah Drew, Justin Bruening, Brian Sills, Ava Cheung, ",403,,"https://m.media-amazon.com/images/M/MV5BN2VmNjI2NGItZTExMi00MDMxLWJkNjgtYzNhYWVlM2FjMWFkXkEyXkFqcGdeQXVyMjIzOTA2NDk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Jingle Bell Princess,,90,6.5,,Romance,2021,"Through a series of mishaps, sophisticated Princess Amelia is stranded in the small town of Tucker, Maine. There she becomes an ""ordinary"" guest of the unsuspecting Cutler family.",Don McBrearty,"Merritt Patterson, Trevor Donovan, Charlie Boyle, Marnie McPhail, ",900,,"https://m.media-amazon.com/images/M/MV5BNTE0NWZjODktN2I5My00YjFhLTkzNDEtOTkxZmYwNWJhMjIzXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
Christmas in Evergreen,TV-G,84,6.5,,"Drama, Family, Fantasy",2017,"Hoping to spur her longtime beau to action, a small-town veterinarian wishes upon a snow globe that this will be her most romantic Christmas ever.",Alex Zamm,"Ashley Williams, Teddy Sears, Holly Robinson Peete, Jaeda Lily Miller, ","2,701",,"https://m.media-amazon.com/images/M/MV5BOWI1MGMyZTQtMTFmZC00MmE4LTk2OGYtNzg2MTI0ZmExMTlkXkEyXkFqcGdeQXVyODA4MzkyNjM@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Kirk Cameron's Saving Christmas,PG,79,1.3,18,"Comedy, Family",2014,"His annual Christmas party faltering thanks to his cynical brother-in-law, former Growing Pains star Kirk Cameron attempts to save the day by showing him that Jesus Christ remains a crucial component of the over-commercialized holiday..",Darren Doane,"Kirk Cameron, Darren Doane, Bridgette Cameron, Ben Kientz, ","16,140",$2.78M,"https://m.media-amazon.com/images/M/MV5BMTc3MTc3Njc5MV5BMl5BanBnXkFtZTgwNzU3NDE4MjE@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Merry Swissmas,TV-PG,88,5.5,,"Comedy, Drama, Romance",2022,"When Alex returns home to spend Christmas with her mother, she discovers that her ex-boyfriend and her best friend, who are now dating, are also visiting.",John L'Ecuyer,"Jodie Sweetin, Tim Rozon, Amanda Ip, Alison Brooks, ",440,,"https://m.media-amazon.com/images/M/MV5BOTIyOGE3MzgtNDY5Ny00ODFjLTk1YmYtYjQyMjAzNjk0YWRiXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
The Christmas House,TV-G,84,6.0,,"Drama, Romance",2020,"Working through some difficult decisions, a mother and father summon their two grown sons home for the holidays.",Michael Grossman,"Robert Buckley, Ana Ayora, Treat Williams, Sharon Lawrence, ","2,282",,"https://m.media-amazon.com/images/M/MV5BYTE2MGI0OTAtNWNjOS00NjE0LWJkZmQtNGVhODZhN2M3MzAwXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
One Christmas Eve,Not Rated,86,6.0,,"Comedy, Drama, Family",2014,"A series of mishaps threaten a recently divorced mom's attempts to make her two kids' first Christmas ""without dad"" perfect.",Jay Russell,"Anne Heche, Kevin Daniels, Carlos Gómez, Griffin Kane, ","1,478",,"https://m.media-amazon.com/images/M/MV5BN2FmNGZkYzYtYTc1MC00MDVjLThkOTMtMjQzZTgyMWEwODM5XkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Christmas Again,,94,5.2,,"Adventure, Comedy, Family",2021,"After a disastrous celebration, 12-year-old Rowena makes a wish and unexpectedly finds herself reliving Christmas Day over and over again.",Andy Fickman,"Scarlett Estevez, Alexis Carra, Beth Lacke, Ashlyn Jade Lopez, ",950,,"https://m.media-amazon.com/images/M/MV5BNThjODM2MWQtZDIxNC00NzRkLTlmYzctMzMxYjNmYzE2MTRiXkEyXkFqcGdeQXVyMTE5MTkxMDI2._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
Small Town Christmas,TV-G,85,6.7,,"Comedy, Drama, Romance",2018,A high-flying female novelist from New York takes a trip to the small town that inspired her latest best-seller.,Maclain Nelson,"Ashley Newbrough, Kristoffer Polaha, Preston Vanderslice, Bailey Skodje, ","1,704",,"https://m.media-amazon.com/images/M/MV5BMmU3YjYyZjctYmU2YS00MTllLWJhOGYtNjBhYjRlNGI2OWU1XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
Holiday in Santa Fe,,85,6.2,,"Comedy, Drama, Family",2021,Sparks fly when a greeting card executive arrives in Santa Fe to acquire a tight-knit family company that creates ornaments inspired by Mexican Christmas traditions.,Jody Margolin Hahn,"Mario Lopez, Emeraude Toubia, Aimee Garcia, Gia Lopez, ",958,,"https://m.media-amazon.com/images/M/MV5BOWE0OTYzYmQtMTlmMC00Njk3LWIyYzItMTA4NDc2MDljZGUxXkEyXkFqcGdeQXVyMjkwMjY1MjI@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
The Sweetest Christmas,TV-G,90,6.3,,"Comedy, Drama, Romance",2017,"Kylie is expecting a proposal from her boyfriend/boss at a restaurant and gets a promotion instead. The restaurant owner is her old high school boyfriend, she hasn't seen in years. They help each other out. Love in the air?",Terry Ingram,"Lacey Chabert, Lea Coco, Jonathan Adams, Brenden Sunderland, ","2,449",,"https://m.media-amazon.com/images/M/MV5BZTgxM2MzMjEtMjc5OC00NTcwLTljNTMtNzI2ZThhY2FlNjE3XkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Dear Christmas,TV-G,86,6.0,,"Comedy, Drama, Romance",2020,"Natalie has a hit podcast based on love, but she isn't so expert at finding it herself until Chris Massey enters her life and shakes things up. Not to mention his name.",Emily Moss Wilson,"Melissa Joan Hart, Ed Begley Jr., Faith Prince, Nicky Whelan, ","1,300",,"https://m.media-amazon.com/images/M/MV5BYzEyYTdjNGItNTA5Mi00MDczLTkxZTAtYjU5NjFhMjM3ZmRjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
One Royal Holiday,TV-G,87,7.0,,"Comedy, Drama, Family",2020,"When Anna offers a stranded mother and son shelter in a blizzard, she learns that they are the Royal Family of Galwick. Anna shows the Prince how they do Christmas in her hometown, encouraging him to open his heart and be true to himself.",Dustin Rikert,"Laura Osnes, Krystal Joy Brown, Tom McGowan, Bradley Rose, ","2,107",,"https://m.media-amazon.com/images/M/MV5BN2YyZTFjMWMtMGZkMS00MGQ5LWE2ZTktNGIxMWMxN2Y3MjZjXkEyXkFqcGdeQXVyMjkwMjY1MjI@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Barbie in the Nutcracker,TV-Y,76,6.3,,"Animation, Family, Musical",2001,"Barbie (Kelly Sheridan) shows that if you are kind, clever and brave, anything is possible in this tale of Clara (Kelly Sheridan) and her amazing Nutcracker (Kirby Morrow), who set off on an adventure to find the Sugarplum Princess.",Owen Hurley,"Kelly Sheridan, Kirby Morrow, Tim Curry, Peter Kelamis, ","6,794",,"https://m.media-amazon.com/images/M/MV5BMTk0Y2E2MjgtZDBhNi00OTQ3LTkyYzAtNTdmNzRhYTczZWI2XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
Anne of Green Gables,TV-G,199,8.5,,"Drama, Family",1985,"An orphan girl, sent to an elderly brother and sister by mistake, charms her new home and community with her fiery spirit and imagination.",Megan Follows,"Colleen Dewhurst, Richard Farnsworth, Patricia Hamilton, ","21,257",,"https://m.media-amazon.com/images/M/MV5BNjBmYjU2YjQtNjc3NS00NmMzLTk3OWUtNDM0ZDEyOGQ4ZWI0XkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie
Christmas at the Plaza,TV-G,84,6.5,,"Drama, Romance",2019,An archival historian is hired to create a Christmas display at the Plaza Hotel and is paired with a handsome Christmas decorator to bring it to life.,Ron Oliver,"Elizabeth Henstridge, Ryan Paevey, Bruce Davison, Julia Duffy, ","2,895",,"https://m.media-amazon.com/images/M/MV5BMzY5OTViYWUtNDI1Yy00MWE0LTg3N2MtYjhiOTNkOGEwOTMzXkEyXkFqcGdeQXVyNDY2NDU1MzA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
The Mistle-Tones,TV-PG,90,6.4,,"Comedy, Family, Music",2012,A talented singer forms a musical group and challenges her rivals to a competition on Christmas Eve.,Paul Hoen,"Tia Mowry-Hardrict, Jonathan Patrick Moore, Andy Gala, Megan Kathleen Duffy, ","2,349",,"https://m.media-amazon.com/images/M/MV5BMTQ2ODYyMzI0N15BMl5BanBnXkFtZTgwMzkzOTAxMzE@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
